6,1
11,2
6,3
11,4
8,5
9,6
5,7
11,8
11,9
15,10
9,11
12,12
11,13
4,14
9,15
9,16
12,17
2,18
1,19
12,20
1,21
13,22
2,23
11,24
13,25
14,26
15,27
5,28
1,29
11,30
8,31
13,32
7,33
11,34
11,35
2,36
4,37
1,38
14,39
6,40
16,41
15,42
8,43
14,44
13,45
10,46
9,47
3,48
14,49
8,50
12,51
9,52
8,53
12,54
14,55
1,56
16,57
6,58
3,59
4,60
7,61
6,62
8,63
7,64
11,65
3,66
1,67
3,68
14,69
2,70
8,71
6,72
14,73
12,74
16,75
12,76
13,77
2,78
7,79
8,80
14,81
8,82
8,83
16,84
6,85
12,86
16,87
16,88
2,89
13,90
4,91
11,92
13,93
8,94
13,95
13,96
1,97
7,98
5,99
9,100
6,101
15,102
16,103
9,104
1,105
10,106
7,107
13,108
13,109
3,110
1,111
9,112
15,113
14,114
1,115
4,116
10,117
2,118
5,119
15,120
2,121
11,122
16,123
3,124
16,125
1,126
5,127
9,128
6,129
1,130
4,131
14,132
12,133
2,134
15,135
13,136
14,137
14,138
8,139
14,140
10,141
6,142
7,143
13,144
8,145
7,146
8,147
9,148
3,149
6,150
14,151
3,152
14,153
2,154
13,155
6,156
3,157
12,158
5,159
2,160
12,161
1,162
13,163
6,164
14,165
4,166
16,167
3,168
16,169
9,170
11,171
7,172
7,173
12,174
8,175
15,176
14,177
5,178
7,179
4,180
16,181
5,182
8,183
4,184
9,185
7,186
15,187
5,188
10,189
4,190
3,191
9,192
2,193
1,194
14,195
4,196
15,197
9,198
6,199
10,200
9,201
5,202
14,203
7,204
1,205
6,206
9,207
2,208
7,209
1,210
10,211
1,212
8,213
3,214
10,215
13,216
10,217
7,218
6,219
12,220
6,221
11,222
2,223
16,224
7,225
13,226
10,227
4,228
1,229
7,230
8,231
10,232
16,233
14,234
14,235
10,236
15,237
3,238
2,239
14,240
2,241
5,242
2,243
12,244
2,245
9,246
5,247
6,248
4,249
1,250
13,251
1,252
1,253
15,254
12,255
15,256
16,257
11,258
2,259
15,260
6,261
8,262
15,263
10,264
5,265
4,266
13,267
2,268
8,269
13,270
1,271
7,272
8,273
6,274
11,275
5,276
11,277
12,278
15,279
3,280
10,281
7,282
13,283
12,284
14,285
16,286
1,287
16,288
13,289
9,290
15,291
1,292
15,293
16,294
6,295
14,296
4,297
14,298
16,299
2,300
11,301
10,302
1,303
3,304
13,305
10,306
16,307
5,308
8,309
10,310
9,311
14,312
11,313
2,314
8,315
10,316
5,317
1,318
14,319
13,320
13,321
15,322
15,323
5,324
2,325
2,326
1,327
3,328
1,329
2,330
10,331
5,332
12,333
11,334
5,335
6,336
9,337
14,338
16,339
13,340
4,341
16,342
3,343
3,344
8,345
4,346
16,347
8,348
2,349
14,350
11,351
10,352
9,353
3,354
2,355
3,356
4,357
4,358
8,359
1,360
15,361
10,362
12,363
13,364
5,365
7,366
14,367
7,368
14,369
3,370
1,371
15,372
3,373
14,374
1,375
9,376
8,377
12,378
7,379
9,380
10,381
10,382
15,383
12,384
5,385
16,386
10,387
5,388
15,389
14,390
8,391
3,392
6,393
14,394
1,395
7,396
14,397
12,398
9,399
6,400
7,401
2,402
7,403
5,404
16,405
10,406
6,407
10,408
3,409
5,410
12,411
6,412
5,413
9,414
11,415
9,416
1,417
7,418
8,419
15,420
9,421
14,422
3,423
3,424
4,425
12,426
6,427
8,428
15,429
2,430
9,431
4,432
2,433
16,434
9,435
13,436
8,437
10,438
7,439
9,440
6,441
8,442
5,443
5,444
4,445
15,446
10,447
13,448
14,449
3,450
16,451
9,452
15,453
12,454
9,455
2,456
6,457
8,458
9,459
9,460
2,461
12,462
15,463
2,464
13,465
6,466
9,467
3,468
4,469
2,470
4,471
16,472
7,473
15,474
11,475
8,476
12,477
5,478
8,479
4,480
13,481
4,482
10,483
4,484
3,485
9,486
4,487
15,488
2,489
13,490
3,491
13,492
9,493
11,494
11,495
16,496
6,497
8,498
8,499
9,500
1,501
5,502
15,503
7,504
3,505
11,506
10,507
10,508
3,509
2,510
1,511
4,512
16,513
7,514
3,515
12,516
15,517
16,518
15,519
14,520
7,521
5,522
4,523
5,524
4,525
16,526
11,527
8,528
5,529
1,530
9,531
15,532
9,533
8,534
11,535
4,536
4,537
13,538
7,539
12,540
2,541
1,542
16,543
6,544
9,545
10,546
3,547
4,548
1,549
8,550
13,551
6,552
3,553
4,554
5,555
10,556
8,557
13,558
14,559
10,560
13,561
12,562
10,563
2,564
9,565
9,566
9,567
5,568
2,569
15,570
6,571
14,572
3,573
1,574
6,575
6,576
15,577
4,578
1,579
13,580
12,581
2,582
2,583
9,584
7,585
1,586
6,587
3,588
6,589
13,590
10,591
12,592
11,593
1,594
9,595
10,596
10,597
15,598
15,599
11,600
16,601
14,602
8,603
5,604
9,605
15,606
9,607
3,608
16,609
8,610
4,611
15,612
5,613
10,614
2,615
6,616
8,617
7,618
15,619
14,620
8,621
6,622
9,623
10,624
14,625
3,626
6,627
15,628
6,629
7,630
15,631
13,632
4,633
8,634
13,635
12,636
14,637
5,638
8,639
9,640
9,641
16,642
7,643
2,644
16,645
10,646
12,647
16,648
2,649
6,650
2,651
4,652
11,653
10,654
14,655
16,656
5,657
11,658
1,659
5,660
9,661
7,662
4,663
1,664
11,665
7,666
15,667
15,668
9,669
6,670
15,671
5,672
12,673
9,674
13,675
15,676
13,677
15,678
8,679
5,680
15,681
8,682
7,683
10,684
13,685
13,686
6,687
3,688
9,689
2,690
15,691
2,692
2,693
4,694
8,695
2,696
1,697
6,698
10,699
8,700
10,701
11,702
2,703
5,704
9,705
7,706
1,707
6,708
7,709
8,710
14,711
6,712
6,713
14,714
8,715
11,716
1,717
12,718
15,719
13,720
12,721
11,722
14,723
8,724
4,725
9,726
8,727
7,728
15,729
13,730
4,731
1,732
15,733
6,734
3,735
8,736
11,737
9,738
7,739
11,740
12,741
10,742
2,743
4,744
15,745
10,746
10,747
1,748
11,749
13,750
13,751
12,752
8,753
5,754
3,755
5,756
6,757
7,758
13,759
13,760
3,761
10,762
15,763
15,764
5,765
7,766
12,767
3,768
9,769
9,770
7,771
7,772
15,773
5,774
7,775
6,776
15,777
8,778
15,779
8,780
10,781
15,782
16,783
16,784
16,785
3,786
16,787
6,788
9,789
7,790
6,791
9,792
1,793
1,794
8,795
15,796
12,797
14,798
11,799
11,800
3,801
1,802
7,803
11,804
2,805
13,806
10,807
4,808
15,809
8,810
16,811
6,812
15,813
5,814
4,815
2,816
14,817
7,818
12,819
2,820
9,821
8,822
1,823
8,824
1,825
16,826
7,827
4,828
8,829
11,830
14,831
8,832
3,833
6,834
10,835
15,836
5,837
1,838
14,839
10,840
15,841
10,842
4,843
15,844
9,845
13,846
13,847
16,848
2,849
1,850
15,851
3,852
3,853
11,854
6,855
11,856
5,857
5,858
2,859
14,860
10,861
4,862
14,863
3,864
2,865
8,866
8,867
16,868
1,869
11,870
5,871
16,872
3,873
4,874
15,875
11,876
12,877
16,878
12,879
2,880
11,881
7,882
3,883
12,884
11,885
2,886
2,887
6,888
3,889
15,890
4,891
2,892
14,893
16,894
4,895
3,896
7,897
15,898
4,899
9,900
2,901
15,902
16,903
11,904
5,905
5,906
7,907
9,908
11,909
7,910
1,911
14,912
13,913
16,914
1,915
2,916
15,917
3,918
10,919
13,920
12,921
11,922
7,923
14,924
6,925
6,926
1,927
3,928
9,929
14,930
16,931
5,932
13,933
10,934
13,935
12,936
13,937
5,938
5,939
15,940
10,941
7,942
6,943
7,944
6,945
8,946
9,947
13,948
10,949
4,950
4,951
6,952
2,953
13,954
3,955
10,956
9,957
7,958
3,959
6,960
9,961
4,962
2,963
1,964
11,965
6,966
14,967
1,968
7,969
4,970
9,971
14,972
6,973
13,974
8,975
10,976
16,977
5,978
7,979
12,980
16,981
1,982
12,983
9,984
14,985
2,986
12,987
16,988
16,989
11,990
1,991
6,992
3,993
13,994
11,995
6,996
12,997
11,998
3,999
5,1000
