2,2005-05-24 22:54:33,2005,5,24,459,1525
3,2005-05-24 23:03:39,2005,5,24,408,1711
4,2005-05-24 23:04:41,2005,5,24,333,2452
5,2005-05-24 23:05:21,2005,5,24,222,2079
6,2005-05-24 23:08:07,2005,5,24,549,2792
7,2005-05-24 23:11:53,2005,5,24,269,3995
8,2005-05-24 23:31:46,2005,5,24,239,2346
9,2005-05-25 00:00:40,2005,5,25,126,2580
10,2005-05-25 00:02:21,2005,5,25,399,1824
11,2005-05-25 00:09:02,2005,5,25,142,4443
12,2005-05-25 00:19:27,2005,5,25,261,1584
13,2005-05-25 00:22:55,2005,5,25,334,2294
14,2005-05-25 00:31:15,2005,5,25,446,2701
15,2005-05-25 00:39:22,2005,5,25,319,3049
16,2005-05-25 00:43:11,2005,5,25,316,389
17,2005-05-25 01:06:36,2005,5,25,575,830
18,2005-05-25 01:10:47,2005,5,25,19,3376
19,2005-05-25 01:17:24,2005,5,25,456,1941
20,2005-05-25 01:48:41,2005,5,25,185,3517
21,2005-05-25 01:59:46,2005,5,25,388,146
22,2005-05-25 02:19:23,2005,5,25,509,727
23,2005-05-25 02:40:21,2005,5,25,438,4441
24,2005-05-25 02:53:02,2005,5,25,350,3273
25,2005-05-25 03:21:20,2005,5,25,37,3961
26,2005-05-25 03:36:50,2005,5,25,371,4371
27,2005-05-25 03:41:50,2005,5,25,301,1225
28,2005-05-25 03:42:37,2005,5,25,232,4068
29,2005-05-25 03:47:12,2005,5,25,44,611
30,2005-05-25 04:01:32,2005,5,25,430,3744
31,2005-05-25 04:05:17,2005,5,25,369,4482
32,2005-05-25 04:06:21,2005,5,25,230,3832
33,2005-05-25 04:18:51,2005,5,25,272,1681
34,2005-05-25 04:19:28,2005,5,25,597,2613
35,2005-05-25 04:24:36,2005,5,25,484,1286
36,2005-05-25 04:36:26,2005,5,25,88,1308
37,2005-05-25 04:44:31,2005,5,25,535,403
38,2005-05-25 04:47:44,2005,5,25,302,2540
39,2005-05-25 04:51:46,2005,5,25,207,4466
40,2005-05-25 05:09:04,2005,5,25,413,2638
41,2005-05-25 05:12:29,2005,5,25,174,1761
42,2005-05-25 05:24:58,2005,5,25,523,380
43,2005-05-25 05:39:25,2005,5,25,532,2578
44,2005-05-25 05:53:23,2005,5,25,207,3098
45,2005-05-25 05:59:39,2005,5,25,436,1853
46,2005-05-25 06:04:08,2005,5,25,7,3318
47,2005-05-25 06:05:20,2005,5,25,35,2211
48,2005-05-25 06:20:46,2005,5,25,282,1780
49,2005-05-25 06:39:35,2005,5,25,498,2965
50,2005-05-25 06:44:53,2005,5,25,18,1983
51,2005-05-25 06:49:10,2005,5,25,256,1257
52,2005-05-25 06:51:29,2005,5,25,507,4017
53,2005-05-25 07:19:16,2005,5,25,569,1255
54,2005-05-25 07:23:25,2005,5,25,291,2787
55,2005-05-25 08:26:13,2005,5,25,131,1139
56,2005-05-25 08:28:11,2005,5,25,511,1352
57,2005-05-25 08:43:32,2005,5,25,6,3938
58,2005-05-25 08:53:14,2005,5,25,323,3050
59,2005-05-25 08:56:42,2005,5,25,408,2884
60,2005-05-25 08:58:25,2005,5,25,470,330
61,2005-05-25 09:01:57,2005,5,25,250,4210
62,2005-05-25 09:18:52,2005,5,25,419,261
63,2005-05-25 09:19:16,2005,5,25,383,4008
64,2005-05-25 09:21:29,2005,5,25,368,79
65,2005-05-25 09:32:03,2005,5,25,346,3552
66,2005-05-25 09:35:12,2005,5,25,86,1162
67,2005-05-25 09:41:01,2005,5,25,119,239
68,2005-05-25 09:47:31,2005,5,25,120,4029
69,2005-05-25 10:10:14,2005,5,25,305,3207
70,2005-05-25 10:15:23,2005,5,25,73,2168
71,2005-05-25 10:26:39,2005,5,25,100,2408
72,2005-05-25 10:52:13,2005,5,25,48,2260
73,2005-05-25 11:00:07,2005,5,25,391,517
74,2005-05-25 11:09:48,2005,5,25,265,1744
75,2005-05-25 11:13:34,2005,5,25,510,3393
76,2005-05-25 11:30:37,2005,5,25,1,3021
77,2005-05-25 11:31:59,2005,5,25,451,1303
78,2005-05-25 11:35:18,2005,5,25,135,4067
79,2005-05-25 12:11:07,2005,5,25,245,3299
80,2005-05-25 12:12:07,2005,5,25,314,2478
81,2005-05-25 12:15:19,2005,5,25,286,2610
82,2005-05-25 12:17:46,2005,5,25,427,1388
83,2005-05-25 12:30:15,2005,5,25,131,466
84,2005-05-25 12:36:30,2005,5,25,492,1829
85,2005-05-25 13:05:34,2005,5,25,414,470
86,2005-05-25 13:36:12,2005,5,25,266,2275
87,2005-05-25 13:52:43,2005,5,25,331,1586
88,2005-05-25 14:13:54,2005,5,25,53,2221
89,2005-05-25 14:28:29,2005,5,25,499,2181
90,2005-05-25 14:31:25,2005,5,25,25,2984
91,2005-05-25 14:57:22,2005,5,25,267,139
92,2005-05-25 15:38:46,2005,5,25,302,775
93,2005-05-25 15:54:16,2005,5,25,288,4360
94,2005-05-25 16:03:42,2005,5,25,197,1675
95,2005-05-25 16:12:52,2005,5,25,400,178
96,2005-05-25 16:32:19,2005,5,25,49,3418
97,2005-05-25 16:34:24,2005,5,25,263,1283
98,2005-05-25 16:48:24,2005,5,25,269,2970
99,2005-05-25 16:50:20,2005,5,25,44,535
100,2005-05-25 16:50:28,2005,5,25,208,2599
101,2005-05-25 17:17:04,2005,5,25,468,617
102,2005-05-25 17:22:10,2005,5,25,343,373
103,2005-05-25 17:30:42,2005,5,25,384,3343
104,2005-05-25 17:46:33,2005,5,25,310,4281
105,2005-05-25 17:54:12,2005,5,25,108,794
106,2005-05-25 18:18:19,2005,5,25,196,3627
107,2005-05-25 18:28:09,2005,5,25,317,2833
108,2005-05-25 18:30:05,2005,5,25,242,3289
109,2005-05-25 18:40:20,2005,5,25,503,1044
110,2005-05-25 18:43:49,2005,5,25,19,4108
111,2005-05-25 18:45:19,2005,5,25,227,3725
